Date,LY11
1961-01-01,15.877,
1962-01-01,15.605,
1963-01-01,15.316,
1964-01-01,15.252,
1965-01-01,15.729,
1966-01-01,15.609,
1967-01-01,15.753,
1968-01-01,16.159,
1969-01-01,15.643,
1970-01-01,15.387,
1971-01-01,15.569,
1972-01-01,15.83,
1973-01-01,15.42,
1974-01-01,15.802,
1975-01-01,15.42,
1976-01-01,15.894,
1977-01-01,16.062,
1978-01-01,15.452,
1979-01-01,15.78,
1980-01-01,15.629,
1981-01-01,15.751,
1982-01-01,16.04,
1983-01-01,15.61,
1984-01-01,15.41,
1985-01-01,15.91,
1986-01-01,15.841,
1987-01-01,15.982,
1988-01-01,16.133,
1989-01-01,15.737,
1990-01-01,16.014,
1991-01-01,15.698,
1992-01-01,15.586,
1993-01-01,15.898,
1994-01-01,15.982,
1995-01-01,16.002,
1996-01-01,15.932,
1997-01-01,16.38,
1998-01-01,16.071,
1999-01-01,16.068,
2000-01-01,16.083,
2001-01-01,16.237,
2002-01-01,16.062,
2003-01-01,16.405,
2004-01-01,16.356,
2005-01-01,16.047,
2006-01-01,16.29,
2007-01-01,16.096,
2008-01-01,16.439,
2009-01-01,15.695,
2010-01-01,16.511,
2011-01-01,16.485,
2012-01-01,16.363,
2013-01-01,16.658,
2014-01-01,16.309,
2015-01-01,16.448,
2016-01-01,17.186,
2017-01-01,16.141,
2018-01-01,16.464,
2019-01-01,16.801,
2020-01-01,16.308,
2021-01-01,16.375,
2022-01-01,16.229,
2023-01-01,16.802,
2024-01-01,16.654,
2025-01-01,16.6,
2026-01-01,16.603,
2027-01-01,16.668,
2028-01-01,16.964,
2029-01-01,16.738,
2030-01-01,17.005,
2031-01-01,16.512,
2032-01-01,16.496,
2033-01-01,16.869,
2034-01-01,16.862,
2035-01-01,17.052,
2036-01-01,17.141,
2037-01-01,16.807,
2038-01-01,17.185,
2039-01-01,17.147,
2040-01-01,17.346,
2041-01-01,17.335,
2042-01-01,16.848,
2043-01-01,16.999,
2044-01-01,16.73,
2045-01-01,17.342,
2046-01-01,17.177,
2047-01-01,16.886,
2048-01-01,17.228,
2049-01-01,17.573,
2050-01-01,17.53,
2051-01-01,17.78,
2052-01-01,17.595,
2053-01-01,17.668,
2054-01-01,17.514,
2055-01-01,17.866,
2056-01-01,18.103,
2057-01-01,17.89,
2058-01-01,17.679,
2059-01-01,17.6,
2060-01-01,17.499,
2061-01-01,18.038,
2062-01-01,18.029,
2063-01-01,18.052,
2064-01-01,17.946,
2065-01-01,18.016,
2066-01-01,18.292,
2067-01-01,17.994,
2068-01-01,17.989,
2069-01-01,17.84,
2070-01-01,18.234,
2071-01-01,18.42,
2072-01-01,18.018,
2073-01-01,18.241,
2074-01-01,17.795,
2075-01-01,18.033,
2076-01-01,17.848,
2077-01-01,18.125,
2078-01-01,18.099,
2079-01-01,18.043,
2080-01-01,18.128,
2081-01-01,18.496,
2082-01-01,18.557,
2083-01-01,18.572,
2084-01-01,19.056,
2085-01-01,18.2,
2086-01-01,18.351,
2087-01-01,18.532,
2088-01-01,18.851,
2089-01-01,19.07,
2090-01-01,18.961,
2091-01-01,18.845,
2092-01-01,18.771,
2093-01-01,18.768,
2094-01-01,18.706,
2095-01-01,18.479,
2096-01-01,18.618,
2097-01-01,18.921,
2098-01-01,19.116,
