Date,BY11
1989-01-01,0.01,
1989-01-11,0.3,
1989-01-21,0.62,
1989-02-01,2.11,
1989-02-11,5.81,
1989-02-21,4.78,
1989-03-01,11.22,
1989-03-11,13.66,
1989-03-21,25.28,
1989-04-01,17.87,
1989-04-11,17.65,
1989-04-21,23.16,
1989-05-01,46.24,
1989-05-11,43.3,
1989-05-21,50.4,
1989-06-01,38.49,
1989-06-11,61.69,
1989-06-21,43.64,
1989-07-01,38.21,
1989-07-11,49.16,
1989-07-21,50.32,
1989-08-01,38.49,
1989-08-11,41.33,
1989-08-21,35.09,
1989-09-01,26.0,
1989-09-11,22.48,
1989-09-21,17.99,
1989-10-01,11.77,
