Date,LY11
2003-01-01,0.0,0.0
2003-01-11,0.0,0.0
2003-01-21,0.0,0.0
2003-02-01,0.0,0.0
2003-02-11,0.196,0.0
2003-02-21,0.192,0.0
2003-03-01,0.216,0.0
2003-03-11,0.236,0.0
2003-03-21,0.26,0.04
2003-04-01,0.308,0.068
2003-04-11,0.184,0.032
2003-04-21,0.244,0.0
2003-05-01,0.268,0.044
2003-05-11,0.412,0.016
2003-05-21,0.388,0.008
2003-06-01,0.568,0.12
2003-06-11,0.508,0.052
2003-06-21,0.304,0.112
2003-07-01,0.436,0.06
2003-07-11,0.42,0.072
2003-07-21,0.248,0.0
2003-08-01,0.336,0.076
2003-08-11,0.316,0.052
2003-08-21,0.288,0.048
2003-09-01,0.34,0.004
2003-09-11,0.276,0.048
2003-09-21,0.244,0.024
2003-10-01,0.308,0.0
2003-10-11,0.28,0.036
