Date,BY11
1961-01-01,780.8821264,
1962-01-01,854.28532,
1963-01-01,904.175272,
1964-01-01,842.53816,
1965-01-01,629.5030192,
1966-01-01,807.1736896,
1967-01-01,853.8028192,
1968-01-01,757.9491472,
1969-01-01,823.5661024,
1970-01-01,743.4457408,
1971-01-01,793.7740432,
1972-01-01,782.1530272,
1973-01-01,808.3941328,
1974-01-01,750.4246576,
1975-01-01,872.1315424,
1976-01-01,905.8876768,
1977-01-01,818.88616,
1978-01-01,882.6582592,
1979-01-01,609.439816,
1980-01-01,791.418304,
1981-01-01,760.986064,
1982-01-01,696.9143728,
1983-01-01,677.5197328,
1984-01-01,709.8693616,
1985-01-01,690.4558,
1986-01-01,672.8460976,
1987-01-01,643.057192,
1988-01-01,792.8248096,
1989-01-01,802.5568192,
1990-01-01,744.1836832,
1991-01-01,789.8761936,
1992-01-01,716.9113504,
1993-01-01,752.991688,
1994-01-01,805.2909904,
1995-01-01,733.0483216,
1996-01-01,770.5477792,
1997-01-01,559.50256,
1998-01-01,715.116952,
1999-01-01,777.3343264,
2000-01-01,915.3579376,
2001-01-01,879.782176,
2002-01-01,816.1803712,
2003-01-01,710.4243952,
2004-01-01,776.3157136,
2005-01-01,837.634312,
2006-01-01,676.6398784,
2007-01-01,812.4465088,
2008-01-01,617.481496,
2009-01-01,853.0995664,
2010-01-01,776.2053376,
2011-01-01,832.5317872,
2012-01-01,763.2471952,
2013-01-01,739.8474832,
2014-01-01,798.9270256,
2015-01-01,735.016168,
2016-01-01,616.5101872,
2017-01-01,613.3786624,
2018-01-01,728.9328736,
2019-01-01,709.1661088,
2020-01-01,693.8206912,
2021-01-01,702.7926832,
2022-01-01,637.916824,
2023-01-01,634.5014752,
2024-01-01,708.8286736,
2025-01-01,743.7106432,
2026-01-01,878.64688,
2027-01-01,617.3332768,
2028-01-01,574.2866368,
2029-01-01,764.265808,
2030-01-01,731.421064,
2031-01-01,570.3067936,
2032-01-01,694.6879312,
2033-01-01,685.9808416,
2034-01-01,699.7778416,
2035-01-01,642.079576,
2036-01-01,692.3416528,
2037-01-01,631.9123696,
2038-01-01,627.8946832,
2039-01-01,740.1628432,
2040-01-01,769.548088,
2041-01-01,622.6407856,
2042-01-01,609.5785744,
2043-01-01,766.362952,
2044-01-01,611.079688,
2045-01-01,568.8971344,
2046-01-01,737.4507472,
2047-01-01,773.3670976,
2048-01-01,613.5300352,
2049-01-01,837.65008,
2050-01-01,890.0692192,
2051-01-01,625.034368,
2052-01-01,672.0766192,
2053-01-01,780.4469296,
2054-01-01,625.4096464,
2055-01-01,713.7798256,
2056-01-01,690.5472544,
2057-01-01,803.5848928,
2058-01-01,555.1253632,
2059-01-01,635.2015744,
2060-01-01,776.54908,
2061-01-01,636.9833584,
2062-01-01,567.3424096,
2063-01-01,607.9607776,
2064-01-01,673.0983856,
2065-01-01,648.2858608,
2066-01-01,562.703464,
2067-01-01,597.992248,
2068-01-01,794.8052704,
2069-01-01,674.5900384,
2070-01-01,614.7504784,
2071-01-01,523.1541664,
2072-01-01,743.0483872,
2073-01-01,646.0152688,
2074-01-01,675.71272,
2075-01-01,685.4951872,
2076-01-01,554.8383856,
2077-01-01,509.486464,
2078-01-01,584.7092848,
2079-01-01,480.299896,
2080-01-01,500.5586224,
2081-01-01,589.4018416,
2082-01-01,540.7733296,
2083-01-01,489.8931472,
2084-01-01,511.6592944,
2085-01-01,567.2541088,
2086-01-01,640.6257664,
2087-01-01,626.2075072,
2088-01-01,610.3007488,
2089-01-01,667.51336,
2090-01-01,647.8790464,
2091-01-01,560.1112048,
2092-01-01,703.9311328,
2093-01-01,609.4524304,
2094-01-01,583.2397072,
2095-01-01,577.572688,
2096-01-01,606.680416,
2097-01-01,513.806896,
2098-01-01,674.072848,
