Date,BY11
1989-01-01,0.0,
1989-01-11,0.02,
1989-01-21,1.74,
1989-02-01,3.39,
1989-02-11,7.63,
1989-02-21,9.09,
1989-03-01,14.09,
1989-03-11,15.25,
1989-03-21,30.67,
1989-04-01,27.53,
1989-04-11,26.61,
1989-04-21,29.48,
1989-05-01,48.58,
1989-05-11,36.35,
1989-05-21,57.12,
1989-06-01,44.92,
1989-06-11,50.78,
1989-06-21,51.92,
1989-07-01,49.26,
1989-07-11,47.45,
1989-07-21,59.82,
1989-08-01,46.34,
1989-08-11,47.3,
1989-08-21,46.64,
1989-09-01,27.64,
1989-09-11,28.28,
1989-09-21,22.67,
1989-10-01,20.33,
1989-10-11,13.84,
1989-10-21,9.53,
1989-11-01,6.38,
1989-11-11,3.64,
1989-11-21,1.97,
1989-12-01,0.47,
1989-12-11,1.4,
1989-12-21,0.01,
1990-01-01,0.06,
1990-01-11,0.27,
1990-01-21,1.45,
1990-02-01,3.14,
1990-02-11,9.84,
1990-02-21,14.97,
1990-03-01,18.74,
1990-03-11,23.27,
1990-03-21,21.91,
1990-04-01,19.41,
1990-04-11,24.35,
1990-04-21,34.79,
1990-05-01,46.47,
1990-05-11,46.43,
1990-05-21,48.11,
1990-06-01,42.62,
1990-06-11,49.02,
1990-06-21,62.09,
1990-07-01,59.17,
1990-07-11,57.59,
1990-07-21,60.91,
1990-08-01,54.44,
1990-08-11,47.67,
1990-08-21,51.65,
1990-09-01,32.37,
1990-09-11,27.72,
1990-09-21,26.33,
1990-10-01,17.33,
1990-10-11,13.54,
1990-10-21,10.84,
1990-11-01,6.6,
1990-11-11,3.45,
1990-11-21,3.06,
1990-12-01,4.01,
1990-12-11,1.66,
1990-12-21,0.08,
1991-01-01,0.0,
1991-01-11,2.79,
1991-01-21,2.42,
1991-02-01,3.98,
1991-02-11,4.88,
1991-02-21,7.72,
1991-03-01,11.53,
1991-03-11,20.88,
1991-03-21,21.99,
1991-04-01,26.44,
1991-04-11,28.01,
1991-04-21,26.85,
1991-05-01,21.44,
1991-05-11,35.57,
1991-05-21,53.98,
1991-06-01,44.92,
1991-06-11,56.54,
1991-06-21,60.52,
1991-07-01,58.84,
1991-07-11,60.87,
1991-07-21,60.67,
1991-08-01,56.02,
1991-08-11,49.63,
1991-08-21,49.82,
1991-09-01,40.99,
1991-09-11,28.34,
1991-09-21,25.55,
1991-10-01,19.79,
1991-10-11,13.99,
1991-10-21,10.92,
1991-11-01,5.33,
1991-11-11,3.71,
1991-11-21,0.86,
1991-12-01,1.13,
1991-12-11,0.39,
1991-12-21,0.56,
1992-01-01,0.0,
1992-01-11,0.03,
1992-01-21,3.03,
1992-02-01,3.92,
1992-02-11,0.0,
1992-02-21,9.44,
1992-03-01,14.52,
1992-03-11,21.63,
1992-03-21,20.46,
1992-04-01,24.06,
1992-04-11,33.83,
1992-04-21,37.38,
1992-05-01,47.3,
1992-05-11,51.98,
1992-05-21,50.06,
1992-06-01,43.51,
1992-06-11,47.27,
1992-06-21,56.4,
1992-07-01,48.43,
1992-07-11,54.71,
1992-07-21,67.11,
1992-08-01,57.76,
1992-08-11,51.45,
1992-08-21,51.01,
1992-09-01,40.86,
1992-09-11,33.42,
1992-09-21,22.57,
1992-10-01,14.2,
1992-10-11,12.47,
1992-10-21,12.11,
1992-11-01,4.96,
1992-11-11,4.9,
1992-11-21,1.2,
1992-12-01,2.54,
1992-12-11,0.1,
1992-12-21,1.74,
1993-01-01,1.96,
1993-01-11,0.29,
1993-01-21,3.42,
1993-02-01,4.41,
1993-02-11,8.77,
1993-02-21,10.2,
1993-03-01,12.31,
1993-03-11,20.43,
1993-03-21,25.94,
1993-04-01,23.63,
1993-04-11,26.53,
1993-04-21,38.43,
1993-05-01,38.78,
1993-05-11,43.06,
1993-05-21,63.39,
1993-06-01,54.61,
1993-06-11,56.04,
1993-06-21,52.19,
1993-07-01,57.89,
1993-07-11,57.99,
1993-07-21,60.17,
1993-08-01,56.7,
1993-08-11,53.35,
1993-08-21,49.62,
1993-09-01,30.88,
1993-09-11,31.66,
1993-09-21,21.61,
1993-10-01,15.86,
1993-10-11,14.58,
1993-10-21,9.43,
1993-11-01,4.59,
1993-11-11,4.99,
1993-11-21,1.31,
1993-12-01,0.36,
1993-12-11,3.23,
1993-12-21,2.55,
1994-01-01,1.45,
1994-01-11,1.15,
1994-01-21,7.23,
1994-02-01,4.28,
1994-02-11,7.72,
1994-02-21,6.14,
1994-03-01,16.11,
1994-03-11,24.42,
1994-03-21,30.11,
1994-04-01,21.55,
1994-04-11,23.67,
1994-04-21,38.43,
1994-05-01,40.49,
1994-05-11,40.04,
1994-05-21,55.28,
1994-06-01,58.57,
1994-06-11,45.34,
1994-06-21,57.61,
1994-07-01,59.41,
1994-07-11,60.07,
1994-07-21,65.61,
1994-08-01,58.97,
1994-08-11,54.17,
1994-08-21,49.91,
1994-09-01,36.02,
1994-09-11,29.7,
1994-09-21,22.57,
1994-10-01,18.19,
1994-10-11,15.97,
1994-10-21,10.47,
1994-11-01,5.52,
1994-11-11,3.42,
1994-11-21,0.74,
1994-12-01,0.43,
1994-12-11,0.57,
1994-12-21,1.66,
1995-01-01,3.31,
1995-01-11,3.6,
1995-01-21,5.28,
1995-02-01,4.25,
1995-02-11,5.82,
1995-02-21,6.26,
1995-03-01,11.22,
1995-03-11,20.1,
1995-03-21,32.38,
1995-04-01,33.72,
1995-04-11,31.9,
1995-04-21,28.52,
1995-05-01,47.58,
1995-05-11,27.78,
1995-05-21,52.25,
1995-06-01,42.97,
1995-06-11,49.52,
1995-06-21,50.24,
1995-07-01,60.3,
1995-07-11,57.81,
1995-07-21,65.08,
1995-08-01,49.05,
1995-08-11,42.81,
1995-08-21,37.99,
1995-09-01,34.12,
1995-09-11,26.85,
1995-09-21,22.46,
1995-10-01,18.81,
1995-10-11,15.68,
1995-10-21,10.97,
1995-11-01,9.77,
1995-11-11,5.92,
1995-11-21,1.32,
1995-12-01,0.91,
