Date,BY11
1989-01-01,0.0,
1989-01-11,0.04,
1989-01-21,1.63,
1989-02-01,3.45,
1989-02-11,7.27,
1989-02-21,7.2,
1989-03-01,13.89,
1989-03-11,14.01,
1989-03-21,29.7,
1989-04-01,23.1,
1989-04-11,24.07,
1989-04-21,26.61,
1989-05-01,48.03,
1989-05-11,36.65,
1989-05-21,55.68,
1989-06-01,42.31,
1989-06-11,50.9,
1989-06-21,51.15,
1989-07-01,47.9,
1989-07-11,50.84,
1989-07-21,58.67,
1989-08-01,47.62,
1989-08-11,46.93,
1989-08-21,47.35,
1989-09-01,28.3,
1989-09-11,28.09,
1989-09-21,23.31,
1989-10-01,19.54,
1989-10-11,13.9,
1989-10-21,9.58,
1989-11-01,4.75,
1989-11-11,3.03,
1989-11-21,1.17,
1989-12-01,0.28,
1989-12-11,0.33,
