Date,BY11
1961-01-01,406.142992,
1962-01-01,451.0786384,
1963-01-01,426.231424,
1964-01-01,425.994904,
1965-01-01,312.16350448,
1966-01-01,409.0379968,
1967-01-01,443.8789696,
1968-01-01,359.0408224,
1969-01-01,394.2160768,
1970-01-01,390.0690928,
1971-01-01,405.1590688,
1972-01-01,418.3978816,
1973-01-01,420.6873952,
1974-01-01,362.3678704,
1975-01-01,447.6159856,
1976-01-01,468.710416,
1977-01-01,433.1819584,
1978-01-01,450.167248,
1979-01-01,306.46967968,
1980-01-01,397.439056,
1981-01-01,399.8641744,
1982-01-01,342.8628544,
1983-01-01,353.5314832,
1984-01-01,379.8545824,
1985-01-01,355.9755232,
1986-01-01,333.8593264,
1987-01-01,332.8659424,
1988-01-01,392.2166944,
1989-01-01,408.9086992,
1990-01-01,377.2213264,
1991-01-01,403.967008,
1992-01-01,368.4637792,
1993-01-01,390.0880144,
1994-01-01,426.2755744,
1995-01-01,379.8356608,
1996-01-01,415.7646256,
1997-01-01,307.78914592,
1998-01-01,358.6686976,
1999-01-01,402.7591792,
2000-01-01,471.7599472,
2001-01-01,469.5871168,
2002-01-01,388.6499728,
2003-01-01,364.9916656,
2004-01-01,405.228448,
2005-01-01,394.1025472,
2006-01-01,362.0335888,
2007-01-01,423.0967456,
2008-01-01,309.42712576,
2009-01-01,464.673808,
2010-01-01,397.1804608,
2011-01-01,430.8167584,
2012-01-01,384.7521232,
2013-01-01,361.645696,
2014-01-01,381.4534576,
2015-01-01,366.1837264,
2016-01-01,309.25746208,
2017-01-01,331.0116256,
2018-01-01,377.9592688,
2019-01-01,368.268256,
2020-01-01,355.5781696,
2021-01-01,372.0273472,
2022-01-01,334.3481344,
2023-01-01,337.8707056,
2024-01-01,364.2505696,
2025-01-01,390.6367408,
2026-01-01,455.5220608,
2027-01-01,331.2260704,
2028-01-01,315.13135744,
2029-01-01,404.6387248,
2030-01-01,379.5171472,
2031-01-01,301.12716592,
2032-01-01,371.5353856,
2033-01-01,376.2531712,
2034-01-01,362.970208,
2035-01-01,324.9787888,
2036-01-01,378.5143024,
2037-01-01,340.1160688,
2038-01-01,308.80113616,
2039-01-01,400.3466752,
2040-01-01,387.7385824,
2041-01-01,306.35741152,
2042-01-01,298.62509968,
2043-01-01,401.1003856,
2044-01-01,344.5279552,
2045-01-01,309.84434704,
2046-01-01,387.4074544,
2047-01-01,406.7484832,
2048-01-01,320.317768,
2049-01-01,444.3993136,
2050-01-01,471.5549632,
2051-01-01,321.1723936,
2052-01-01,358.0726672,
2053-01-01,431.3371024,
2054-01-01,335.8870912,
2055-01-01,362.355256,
2056-01-01,376.4171584,
2057-01-01,421.343344,
2058-01-01,307.74562624,
2059-01-01,341.7433264,
2060-01-01,413.5413376,
2061-01-01,342.3046672,
2062-01-01,319.7059696,
2063-01-01,323.14024,
2064-01-01,350.4945664,
2065-01-01,359.8449904,
2066-01-01,312.12692272,
2067-01-01,308.23380352,
2068-01-01,405.5311936,
2069-01-01,370.428472,
2070-01-01,333.0204688,
2071-01-01,278.96871088,
2072-01-01,392.487904,
2073-01-01,365.4205552,
2074-01-01,360.5104,
2075-01-01,374.4430048,
2076-01-01,335.2374496,
2077-01-01,288.33647968,
2078-01-01,347.0981392,
2079-01-01,246.44815696,
2080-01-01,278.96524192,
2081-01-01,305.31010096,
2082-01-01,315.05220208,
2083-01-01,261.36216208,
2084-01-01,256.7380384,
2085-01-01,298.42263856,
2086-01-01,342.5758768,
2087-01-01,340.3620496,
2088-01-01,356.5684,
2089-01-01,358.3407232,
2090-01-01,335.6190352,
2091-01-01,313.39025488,
2092-01-01,388.8644176,
2093-01-01,336.8237104,
2094-01-01,320.6867392,
2095-01-01,311.55485968,
2096-01-01,344.4018112,
2097-01-01,288.32575744,
2098-01-01,368.2177984,
