Date,BY11,BY21,BY22
1989-01-01,0.08,,0.26,,4.01,
1989-01-11,0.08,,0.7,,4.44,
1989-01-21,1.08,,2.35,,5.77,
1989-02-01,3.14,,4.72,,7.49,
1989-02-11,4.45,,5.69,,8.01,
1989-02-21,5.35,,6.49,,8.5,
1989-03-01,10.75,,12.96,,13.38,
1989-03-11,12.09,,14.4,,14.69,
1989-03-21,22.23,,25.87,,23.31,
1989-04-01,17.69,,20.56,,19.84,
1989-04-11,16.67,,19.34,,18.15,
