Date,LY11
1961-01-01,12.81,
1962-01-01,12.466,
1963-01-01,12.557,
1964-01-01,12.343,
1965-01-01,12.834,
1966-01-01,12.756,
1967-01-01,12.806,
1968-01-01,12.713,
1969-01-01,12.376,
1970-01-01,12.483,
1971-01-01,11.995,
1972-01-01,12.482,
1973-01-01,12.896,
1974-01-01,12.58,
1975-01-01,12.427,
1976-01-01,12.656,
1977-01-01,12.109,
1978-01-01,12.759,
1979-01-01,12.634,
1980-01-01,12.741,
1981-01-01,12.398,
1982-01-01,12.616,
1983-01-01,12.771,
1984-01-01,12.292,
1985-01-01,12.873,
1986-01-01,12.717,
1987-01-01,13.155,
1988-01-01,12.749,
1989-01-01,12.853,
1990-01-01,13.332,
1991-01-01,12.767,
1992-01-01,13.137,
1993-01-01,13.394,
1994-01-01,13.052,
1995-01-01,13.236,
1996-01-01,13.083,
1997-01-01,13.062,
1998-01-01,13.023,
1999-01-01,12.961,
2000-01-01,13.041,
2001-01-01,13.001,
2002-01-01,13.284,
2003-01-01,13.385,
2004-01-01,13.076,
2005-01-01,12.856,
2006-01-01,12.985,
2007-01-01,13.306,
2008-01-01,13.385,
2009-01-01,13.168,
2010-01-01,13.337,
2011-01-01,13.413,
2012-01-01,13.023,
2013-01-01,13.693,
2014-01-01,12.954,
2015-01-01,13.123,
2016-01-01,13.795,
2017-01-01,13.67,
2018-01-01,13.59,
2019-01-01,13.804,
2020-01-01,12.829,
2021-01-01,13.151,
2022-01-01,13.614,
2023-01-01,13.618,
2024-01-01,13.887,
2025-01-01,13.667,
2026-01-01,13.107,
2027-01-01,13.692,
2028-01-01,13.773,
2029-01-01,13.508,
2030-01-01,13.682,
2031-01-01,13.847,
2032-01-01,13.946,
2033-01-01,14.085,
2034-01-01,13.889,
2035-01-01,14.196,
2036-01-01,13.669,
2037-01-01,14.169,
2038-01-01,14.147,
2039-01-01,13.926,
2040-01-01,14.327,
2041-01-01,14.134,
2042-01-01,14.032,
2043-01-01,14.161,
2044-01-01,14.1,
2045-01-01,14.278,
2046-01-01,14.561,
2047-01-01,13.77,
2048-01-01,14.676,
2049-01-01,14.745,
2050-01-01,14.224,
2051-01-01,14.258,
2052-01-01,14.689,
2053-01-01,14.765,
2054-01-01,14.635,
2055-01-01,14.794,
2056-01-01,14.902,
2057-01-01,15.045,
2058-01-01,14.756,
2059-01-01,14.568,
2060-01-01,14.524,
2061-01-01,14.639,
2062-01-01,14.775,
2063-01-01,15.221,
2064-01-01,15.068,
2065-01-01,15.165,
2066-01-01,15.455,
2067-01-01,14.918,
2068-01-01,14.974,
2069-01-01,15.073,
2070-01-01,15.316,
2071-01-01,15.558,
2072-01-01,15.132,
2073-01-01,14.98,
2074-01-01,14.631,
2075-01-01,15.133,
2076-01-01,15.031,
2077-01-01,15.388,
2078-01-01,15.244,
2079-01-01,15.421,
2080-01-01,15.691,
2081-01-01,15.71,
2082-01-01,15.908,
2083-01-01,15.259,
2084-01-01,15.532,
2085-01-01,15.351,
2086-01-01,15.459,
2087-01-01,15.686,
2088-01-01,16.032,
2089-01-01,16.254,
2090-01-01,15.931,
2091-01-01,16.026,
2092-01-01,15.702,
2093-01-01,15.588,
2094-01-01,15.927,
2095-01-01,15.786,
2096-01-01,15.647,
2097-01-01,15.746,
2098-01-01,15.635,
