Date,BY11
1998-01-01,0.1,0.01
1998-01-11,8.9,0.43
1998-01-21,34.2,1.59091
1998-02-01,49.2,2.62
1998-02-11,0.0,0.0
1998-02-21,6.7,0.5125
1998-03-01,0.0,0.0
1998-03-11,0.0,0.0
1998-03-21,22.7,1.49091
1998-04-01,8.7,0.46
1998-04-11,15.6,0.72
1998-04-21,11.0,0.69
1998-05-01,21.3,1.05
1998-05-11,29.0,1.83
1998-05-21,33.1,1.91818
1998-06-01,12.3,1.45
1998-06-11,0.0,0.0
1998-06-21,0.0,0.0
1998-07-01,0.0,0.0
1998-07-11,0.0,0.0
1998-07-21,0.0,0.0
1998-08-01,0.0,0.0
1998-08-11,0.0,0.0
1998-08-21,0.0,0.0
1998-09-01,0.0,0.0
1998-09-11,0.5,0.04
1998-09-21,43.8,2.62
1998-10-01,18.2,1.97
1998-10-11,0.0,0.0
1998-10-21,0.0,0.0
1998-11-01,18.8,1.86
1998-11-11,0.0,0.0
1998-11-21,0.0,0.0
1998-12-01,0.7,0.07
1998-12-11,0.0,0.0
1998-12-21,22.8,1.75455
1999-01-01,2.3,0.26
1999-01-11,6.8,0.56
1999-01-21,11.3,0.872727
1999-02-01,3.4,0.85
1999-02-11,0.0,0.0
1999-02-21,2.9,0.9125
1999-03-01,2.2,0.19
1999-03-11,6.5,0.47
1999-03-21,13.9,1.00909
1999-04-01,0.0,0.0
1999-04-11,5.2,0.35
1999-04-21,21.8,1.38
1999-05-01,14.8,1.02
1999-05-11,18.2,0.92
1999-05-21,2.3,0.136364
1999-06-01,0.6,0.27
1999-06-11,1.0,0.47
1999-06-21,0.0,0.0
1999-07-01,0.0,0.0
1999-07-11,0.1,0.37
1999-07-21,0.0,0.0
1999-08-01,0.4,0.82
1999-08-11,0.0,0.0
1999-08-21,0.0,0.0
1999-09-01,2.4,0.21
1999-09-11,28.4,1.44
1999-09-21,9.7,0.77
1999-10-01,0.0,0.0
1999-10-11,69.3,2.89
1999-10-21,105.0,3.09091
1999-11-01,0.0,0.0
1999-11-11,15.2,1.51
1999-11-21,1.8,0.2
1999-12-01,7.9,0.63
1999-12-11,8.8,0.63
1999-12-21,16.0,1.03636
2000-01-01,1.6,0.28
2000-01-11,6.0,0.98
2000-01-21,2.0,0.309091
2000-02-01,6.1,1.63
2000-02-11,0.0,0.0
2000-02-21,0.0,0.0
2000-03-01,0.0,0.0
2000-03-11,1.0,0.13
2000-03-21,21.4,1.42727
2000-04-01,57.1,2.29
2000-04-11,57.1,2.11
2000-04-21,31.8,1.72
2000-05-01,43.3,2.58
2000-05-11,0.7,0.06
2000-05-21,4.9,0.2
2000-06-01,2.4,1.19
2000-06-11,0.0,0.0
2000-06-21,0.0,0.0
2000-07-01,0.0,0.0
2000-07-11,0.0,0.0
2000-07-21,0.0,0.0
2000-08-01,0.0,0.0
2000-08-11,0.0,0.0
2000-08-21,0.0,0.0
2000-09-01,0.0,0.0
2000-09-11,1.6,0.22
2000-09-21,7.5,1.01
2000-10-01,0.0,0.0
2000-10-11,19.3,1.3
2000-10-21,9.6,0.609091
2000-11-01,22.3,0.84
2000-11-11,15.9,1.02
2000-11-21,47.6,1.93
2000-12-01,46.5,1.66
2000-12-11,2.1,0.19
2000-12-21,84.8,3.05455
2001-01-01,41.1,1.77
2001-01-11,31.6,1.29
2001-01-21,23.9,1.02727
2001-02-01,24.7,1.62
2001-02-11,1.3,0.13
2001-02-21,11.5,1.0
2001-03-01,75.8,3.08
2001-03-11,5.8,0.24
2001-03-21,14.4,0.654545
2001-04-01,0.0,0.0
2001-04-11,0.0,0.0
2001-04-21,4.4,0.85
2001-05-01,13.8,0.95
2001-05-11,22.5,1.51
2001-05-21,6.6,0.390909
2001-06-01,8.6,1.15
2001-06-11,0.0,0.0
2001-06-21,0.0,0.0
2001-07-01,0.0,0.0
2001-07-11,0.0,0.0
2001-07-21,0.0,0.0
2001-08-01,0.0,0.0
2001-08-11,0.0,0.0
2001-08-21,0.0,0.0
2001-09-01,0.0,0.0
2001-09-11,0.0,0.0
2001-09-21,28.9,2.03
2001-10-01,12.2,0.73
2001-10-11,69.2,2.85
2001-10-21,2.7,0.190909
2001-11-01,22.3,1.25
2001-11-11,10.1,0.84
2001-11-21,6.0,0.38
2001-12-01,0.0,0.0
2001-12-11,0.0,0.0
2001-12-21,33.1,2.09091
2002-01-01,16.9,0.92
2002-01-11,2.8,0.21
2002-01-21,17.2,0.8
2002-02-01,0.9,0.63
2002-02-11,0.0,0.0
2002-02-21,1.0,0.8625
2002-03-01,13.7,0.47
2002-03-11,61.0,2.75
2002-03-21,0.0,0.0
2002-04-01,35.2,1.33
2002-04-11,12.3,0.7
2002-04-21,0.0,0.0
2002-05-01,19.4,1.44
2002-05-11,0.0,0.0
2002-05-21,0.8,0.0636364
2002-06-01,0.9,1.1
2002-06-11,0.0,0.0
2002-06-21,0.0,0.0
2002-07-01,0.0,0.0
2002-07-11,0.0,0.0
2002-07-21,0.0,0.0
2002-08-01,0.0,0.0
2002-08-11,0.0,0.0
2002-08-21,3.9,0.681818
2002-09-01,2.5,0.17
2002-09-11,29.3,1.63
2002-09-21,12.6,0.85
2002-10-01,23.0,1.23
2002-10-11,8.0,0.54
2002-10-21,6.8,0.409091
2002-11-01,0.0,0.0
2002-11-11,46.8,1.69
2002-11-21,24.2,0.91
2002-12-01,18.0,0.8
2002-12-11,36.4,1.55
2002-12-21,25.9,1.07273
2003-01-01,22.4,1.16
2003-01-11,16.8,0.75
2003-01-21,4.0,0.172727
2003-02-01,3.7,0.19
