Date,BY11
1961-01-01,473.551192,
1962-01-01,516.4464592,
1963-01-01,506.2035664,
1964-01-01,475.396048,
1965-01-01,363.553624,
1966-01-01,455.622976,
1967-01-01,541.590112,
1968-01-01,430.9965136,
1969-01-01,525.9514096,
1970-01-01,503.9802784,
1971-01-01,467.4678976,
1972-01-01,477.6319504,
1973-01-01,456.1937776,
1974-01-01,457.105168,
1975-01-01,560.5337872,
1976-01-01,568.4524768,
1977-01-01,527.8372624,
1978-01-01,555.938992,
1979-01-01,384.7489696,
1980-01-01,477.82432,
1981-01-01,522.2774656,
1982-01-01,451.7881984,
1983-01-01,399.2744512,
1984-01-01,513.8951968,
1985-01-01,423.062056,
1986-01-01,387.9845632,
1987-01-01,385.9189552,
1988-01-01,431.5200112,
1989-01-01,476.4871936,
1990-01-01,410.5201888,
1991-01-01,448.8805792,
1992-01-01,511.820128,
