Date,BY11
2069-01-01,696.9774448,
2070-01-01,636.6333088,
2071-01-01,602.8046416,
2072-01-01,852.6202192,
2073-01-01,718.3052416,
2074-01-01,724.3696144,
2075-01-01,721.6070608,
2076-01-01,695.1483568,
2077-01-01,554.4000352,
2078-01-01,689.7651616,
2079-01-01,544.9739248,
2080-01-01,628.6956976,
2081-01-01,684.952768,
2082-01-01,630.8306848,
2083-01-01,629.4683296,
2084-01-01,583.2743968,
2085-01-01,663.5997424,
2086-01-01,715.8328192,
2087-01-01,759.9958336,
2088-01-01,671.6981872,
2089-01-01,777.0662704,
2090-01-01,746.968312,
2091-01-01,669.783952,
2092-01-01,820.478728,
2093-01-01,706.8419056,
2094-01-01,701.997976,
2095-01-01,607.04308,
2096-01-01,716.6527552,
2097-01-01,596.6393536,
2098-01-01,761.711392,
