Date,LY11
2003-01-01,0.0,0.0
2003-01-11,0.152,0.0
2003-01-21,0.16,0.0
2003-02-01,0.164,0.0
2003-02-11,0.168,0.0
2003-02-21,0.172,0.0
2003-03-01,0.176,0.016
2003-03-11,0.188,0.0
2003-03-21,0.196,0.024
2003-04-01,0.252,0.0
2003-04-11,0.3,0.048
2003-04-21,0.468,0.056
2003-05-01,0.632,0.048
2003-05-11,0.728,0.228
2003-05-21,0.472,0.052
2003-06-01,0.692,0.128
2003-06-11,0.472,0.168
2003-06-21,0.644,0.044
2003-07-01,0.632,0.14
2003-07-11,0.536,0.044
2003-07-21,0.42,0.048
2003-08-01,0.436,0.076
2003-08-11,0.332,0.06
2003-08-21,0.316,0.04
2003-09-01,0.34,0.036
2003-09-11,0.42,0.048
2003-09-21,0.376,0.02
2003-10-01,0.412,0.116
2003-10-11,0.372,0.04
