Date,BY11
1989-01-01,0.16,
1989-01-11,0.11,
1989-01-21,0.74,
1989-02-01,2.63,
1989-02-11,5.09,
1989-02-21,6.11,
1989-03-01,10.95,
1989-03-11,13.22,
1989-03-21,24.53,
1989-04-01,20.04,
1989-04-11,18.91,
1989-04-21,25.17,
1989-05-01,39.62,
1989-05-11,39.06,
1989-05-21,49.19,
1989-06-01,32.87,
1989-06-11,52.03,
1989-06-21,38.55,
1989-07-01,34.04,
1989-07-11,41.03,
1989-07-21,45.35,
1989-08-01,33.25,
1989-08-11,37.1,
1989-08-21,32.82,
1989-09-01,22.81,
1989-09-11,21.49,
1989-09-21,13.5,
1989-10-01,10.1,
1989-10-11,9.84,
1989-10-21,10.19,
1989-11-01,3.06,
1989-11-11,1.2,
1989-11-21,0.72,
1989-12-01,0.03,
1989-12-11,6.29,
1989-12-21,1.29,
1990-01-01,0.0,
1990-01-11,0.73,
1990-01-21,4.54,
1990-02-01,6.35,
1990-02-11,4.72,
1990-02-21,8.07,
1990-03-01,14.44,
1990-03-11,15.93,
1990-03-21,19.29,
1990-04-01,19.86,
1990-04-11,18.37,
1990-04-21,24.38,
1990-05-01,43.81,
1990-05-11,38.35,
1990-05-21,44.48,
1990-06-01,30.01,
1990-06-11,34.86,
1990-06-21,41.47,
1990-07-01,32.75,
1990-07-11,52.6,
1990-07-21,55.95,
1990-08-01,48.29,
1990-08-11,41.78,
1990-08-21,34.93,
1990-09-01,21.86,
1990-09-11,22.98,
1990-09-21,17.27,
1990-10-01,11.89,
1990-10-11,11.57,
1990-10-21,9.0,
1990-11-01,2.71,
1990-11-11,2.02,
1990-11-21,0.78,
1990-12-01,0.25,
1990-12-11,0.27,
1990-12-21,1.37,
1991-01-01,4.01,
1991-01-11,0.41,
1991-01-21,0.71,
1991-02-01,3.24,
1991-02-11,4.89,
1991-02-21,5.33,
1991-03-01,10.96,
1991-03-11,14.13,
1991-03-21,16.07,
1991-04-01,20.58,
1991-04-11,27.97,
1991-04-21,24.59,
1991-05-01,23.6,
1991-05-11,22.77,
1991-05-21,48.04,
1991-06-01,35.81,
1991-06-11,36.32,
1991-06-21,41.7,
1991-07-01,53.2,
1991-07-11,40.35,
1991-07-21,43.96,
1991-08-01,37.37,
1991-08-11,42.78,
1991-08-21,41.14,
1991-09-01,34.3,
1991-09-11,20.42,
1991-09-21,17.92,
1991-10-01,13.71,
