Date,BY11
1969-01-01,913.1409568,
1970-01-01,1001.8328032,
1971-01-01,1070.6979664,
1972-01-01,936.3987568,
1973-01-01,953.8192432,
1974-01-01,839.4097888,
1975-01-01,992.2017088,
1976-01-01,988.6633696,
1977-01-01,993.8825776,
1978-01-01,1004.1885424,
1979-01-01,853.5978352,
1980-01-01,888.5302624,
1981-01-01,961.6433248,
1982-01-01,891.5072608,
1983-01-01,992.0124928,
1984-01-01,1037.0238256,
1985-01-01,894.0616768,
1986-01-01,1003.3812208,
1987-01-01,901.9425232,
1988-01-01,925.4399968,
1989-01-01,893.7084736,
1990-01-01,926.849656,
1991-01-01,997.9223392,
1992-01-01,1036.311112,
1993-01-01,963.699472,
1994-01-01,893.4088816,
1995-01-01,853.0932592,
1996-01-01,984.3523984,
1997-01-01,917.0482672,
1998-01-01,927.827272,
1999-01-01,850.3180912,
2000-01-01,1049.146264,
2001-01-01,929.8644976,
2002-01-01,914.4749296,
2003-01-01,906.8999824,
2004-01-01,940.7223424,
2005-01-01,945.0869248,
2006-01-01,998.1746272,
2007-01-01,916.8243616,
2008-01-01,828.551944,
2009-01-01,1080.1366912,
2010-01-01,872.513128,
2011-01-01,924.232168,
2012-01-01,941.8355632,
2013-01-01,978.8745952,
2014-01-01,1041.21496,
2015-01-01,919.6626016,
2016-01-01,894.9478384,
2017-01-01,965.749312,
2018-01-01,991.561528,
2019-01-01,1014.1003072,
2020-01-01,922.2643216,
2021-01-01,996.4054576,
2022-01-01,961.2964288,
2023-01-01,1001.8233424,
2024-01-01,908.3947888,
2025-01-01,1058.890888,
2026-01-01,932.762656,
2027-01-01,993.7469728,
2028-01-01,958.9943008,
2029-01-01,1070.8241104,
2030-01-01,840.2770288,
2031-01-01,972.8322976,
2032-01-01,957.4175008,
2033-01-01,900.0882064,
2034-01-01,949.8267856,
2035-01-01,879.892552,
2036-01-01,942.1729984,
2037-01-01,884.8058608,
2038-01-01,906.2440336,
2039-01-01,909.2714896,
2040-01-01,938.833336,
2041-01-01,944.2638352,
2042-01-01,954.6549472,
2043-01-01,945.3644416,
2044-01-01,969.4610992,
2045-01-01,896.0106016,
2046-01-01,931.0407904,
2047-01-01,957.3859648,
2048-01-01,895.6479376,
2049-01-01,891.9929152,
2050-01-01,1053.151336,
2051-01-01,806.5145872,
2052-01-01,861.4376848,
2053-01-01,971.5771648,
2054-01-01,899.2525024,
2055-01-01,884.2035232,
2056-01-01,836.4895552,
2057-01-01,975.4024816,
2058-01-01,941.4098272,
2059-01-01,890.740936,
2060-01-01,927.5844448,
2061-01-01,950.5552672,
2062-01-01,872.166232,
2063-01-01,889.416424,
2064-01-01,855.168328,
2065-01-01,870.069088,
2066-01-01,824.452264,
2067-01-01,1029.4457248,
2068-01-01,869.8420288,
2069-01-01,878.8834,
2070-01-01,822.0492208,
2071-01-01,862.6802032,
2072-01-01,897.3035776,
2073-01-01,908.4767824,
2074-01-01,879.3280576,
2075-01-01,965.0429056,
2076-01-01,947.3070592,
2077-01-01,896.7359296,
2078-01-01,995.4972208,
2079-01-01,862.9198768,
2080-01-01,998.8021936,
2081-01-01,959.6250208,
2082-01-01,893.1597472,
2083-01-01,969.2844976,
2084-01-01,787.0789504,
2085-01-01,829.6336288,
2086-01-01,931.2930784,
2087-01-01,881.5860352,
2088-01-01,905.84668,
2089-01-01,828.6686272,
2090-01-01,1001.2083904,
2091-01-01,885.5816464,
2092-01-01,990.583912,
2093-01-01,961.7190112,
2094-01-01,963.3746512,
2095-01-01,951.3783568,
2096-01-01,921.8701216,
2097-01-01,946.4618944,
2098-01-01,926.9474176,
