Date,LY11
1961-01-01,8.72,
1962-01-01,8.431,
1963-01-01,8.543,
1964-01-01,8.26,
1965-01-01,8.527,
1966-01-01,8.566,
1967-01-01,8.686,
1968-01-01,8.702,
1969-01-01,8.407,
1970-01-01,8.414,
1971-01-01,8.132,
1972-01-01,8.412,
1973-01-01,8.902,
1974-01-01,8.473,
1975-01-01,8.518,
1976-01-01,8.607,
1977-01-01,7.995,
1978-01-01,8.785,
1979-01-01,8.585,
1980-01-01,8.675,
1981-01-01,8.229,
1982-01-01,8.554,
1983-01-01,8.708,
1984-01-01,8.316,
1985-01-01,8.784,
1986-01-01,8.612,
1987-01-01,8.899,
1988-01-01,8.804,
1989-01-01,8.863,
1990-01-01,9.328,
1991-01-01,8.685,
1992-01-01,9.066,
1993-01-01,9.357,
1994-01-01,8.92,
1995-01-01,9.169,
1996-01-01,9.064,
1997-01-01,8.936,
1998-01-01,9.018,
1999-01-01,8.969,
2000-01-01,9.047,
2001-01-01,8.979,
2002-01-01,9.279,
2003-01-01,9.178,
2004-01-01,9.021,
2005-01-01,8.832,
2006-01-01,8.995,
2007-01-01,9.142,
2008-01-01,9.278,
2009-01-01,9.167,
2010-01-01,9.212,
2011-01-01,9.268,
2012-01-01,8.997,
2013-01-01,9.599,
2014-01-01,8.949,
2015-01-01,9.074,
2016-01-01,9.654,
2017-01-01,9.651,
2018-01-01,9.541,
2019-01-01,9.762,
2020-01-01,8.744,
2021-01-01,9.059,
2022-01-01,9.575,
2023-01-01,9.584,
2024-01-01,9.824,
2025-01-01,9.679,
2026-01-01,8.947,
2027-01-01,9.648,
2028-01-01,9.752,
2029-01-01,9.701,
2030-01-01,9.531,
2031-01-01,9.827,
2032-01-01,9.848,
2033-01-01,10.02,
2034-01-01,9.84,
2035-01-01,10.085,
2036-01-01,9.524,
2037-01-01,9.943,
2038-01-01,10.173,
2039-01-01,9.852,
2040-01-01,10.203,
2041-01-01,9.987,
2042-01-01,9.946,
2043-01-01,10.176,
2044-01-01,10.033,
2045-01-01,10.175,
2046-01-01,10.578,
2047-01-01,9.815,
2048-01-01,10.497,
2049-01-01,10.707,
2050-01-01,10.267,
2051-01-01,10.187,
2052-01-01,10.644,
2053-01-01,10.685,
2054-01-01,10.623,
2055-01-01,10.734,
2056-01-01,10.909,
2057-01-01,10.947,
2058-01-01,10.636,
2059-01-01,10.52,
2060-01-01,10.533,
2061-01-01,10.603,
2062-01-01,10.774,
2063-01-01,11.151,
2064-01-01,10.942,
2065-01-01,11.184,
2066-01-01,11.309,
2067-01-01,10.868,
2068-01-01,11.069,
2069-01-01,11.076,
2070-01-01,11.116,
2071-01-01,11.404,
2072-01-01,11.138,
2073-01-01,10.989,
2074-01-01,10.704,
2075-01-01,11.291,
2076-01-01,11.041,
2077-01-01,11.417,
2078-01-01,11.256,
2079-01-01,11.378,
2080-01-01,11.67,
2081-01-01,11.741,
2082-01-01,11.925,
2083-01-01,11.33,
2084-01-01,11.521,
2085-01-01,11.232,
2086-01-01,11.565,
2087-01-01,11.712,
2088-01-01,12.086,
2089-01-01,12.183,
2090-01-01,12.043,
2091-01-01,12.046,
2092-01-01,11.786,
2093-01-01,11.621,
2094-01-01,11.879,
2095-01-01,11.887,
2096-01-01,11.724,
2097-01-01,11.789,
2098-01-01,11.722,
