Date,BY11
1989-01-01,2.2,
1989-01-11,2.64,
1989-01-21,2.7,
1989-02-01,3.91,
1989-02-11,4.52,
1989-02-21,8.31,
1989-03-01,8.95,
1989-03-11,10.78,
1989-03-21,19.66,
1989-04-01,18.12,
1989-04-11,24.51,
1989-04-21,24.84,
1989-05-01,21.02,
1989-05-11,31.9,
1989-05-21,32.77,
1989-06-01,29.7,
1989-06-11,23.93,
1989-06-21,24.81,
1989-07-01,40.32,
1989-07-11,31.68,
1989-07-21,33.68,
1989-08-01,24.36,
1989-08-11,33.43,
1989-08-21,28.82,
1989-09-01,17.94,
1989-09-11,18.63,
1989-09-21,17.9,
1989-10-01,11.46,
1989-10-11,10.51,
1989-10-21,10.64,
1989-11-01,6.99,
1989-11-11,4.7,
1989-11-21,3.4,
1989-12-01,2.48,
1989-12-11,3.64,
1989-12-21,2.56,
1990-01-01,1.94,
1990-01-11,2.08,
1990-01-21,4.62,
1990-02-01,4.73,
1990-02-11,5.48,
1990-02-21,8.36,
1990-03-01,10.41,
1990-03-11,15.27,
1990-03-21,18.73,
1990-04-01,19.9,
1990-04-11,20.7,
1990-04-21,19.02,
1990-05-01,29.28,
1990-05-11,29.35,
1990-05-21,29.92,
1990-06-01,25.74,
1990-06-11,30.95,
1990-06-21,36.89,
1990-07-01,32.45,
1990-07-11,35.12,
1990-07-21,40.49,
1990-08-01,32.42,
1990-08-11,31.6,
1990-08-21,32.9,
1990-09-01,21.55,
1990-09-11,15.06,
1990-09-21,17.96,
1990-10-01,13.91,
1990-10-11,14.25,
1990-10-21,9.19,
1990-11-01,5.5,
1990-11-11,4.13,
1990-11-21,4.11,
1990-12-01,2.7,
1990-12-11,2.58,
1990-12-21,2.76,
1991-01-01,2.55,
1991-01-11,2.72,
1991-01-21,4.05,
1991-02-01,4.28,
1991-02-11,5.69,
1991-02-21,5.6,
1991-03-01,8.55,
1991-03-11,12.52,
1991-03-21,17.44,
1991-04-01,16.46,
1991-04-11,18.65,
1991-04-21,20.09,
1991-05-01,24.61,
1991-05-11,19.49,
1991-05-21,21.64,
1991-06-01,25.45,
1991-06-11,40.06,
1991-06-21,35.8,
1991-07-01,33.05,
1991-07-11,36.39,
1991-07-21,31.42,
1991-08-01,30.45,
1991-08-11,28.77,
1991-08-21,23.49,
1991-09-01,22.56,
1991-09-11,18.74,
1991-09-21,18.06,
1991-10-01,17.32,
1991-10-11,10.77,
1991-10-21,6.56,
1991-11-01,5.47,
1991-11-11,5.2,
1991-11-21,3.85,
1991-12-01,2.88,
1991-12-11,1.86,
1991-12-21,2.8,
1992-01-01,2.84,
1992-01-11,3.72,
