Date,BY11
2008-01-01,1.33,
2008-01-11,0.81,
2008-01-21,0.0,
2008-02-01,0.94,
2008-02-11,1.14,
2008-02-21,0.711111,
2008-03-01,0.0,
2008-03-11,0.09,
2008-03-21,0.336364,
2008-04-01,3.48,
2008-04-11,3.01,
2008-04-21,0.0,
2008-05-01,3.55,
2008-05-11,1.01,
2008-05-21,2.96364,
2008-06-01,1.99,
2008-06-11,0.64,
2008-06-21,1.17,
2008-07-01,0.0,
2008-07-11,1.14,
2008-07-21,0.0,
2008-08-01,0.0,
2008-08-11,0.0,
2008-08-21,0.0,
2008-09-01,1.81,
2008-09-11,0.0,
2008-09-21,1.46,
2008-10-01,0.31,
2008-10-11,3.64,
2008-10-21,4.95455,
2008-11-01,0.13,
2008-11-11,0.0,
