Date,LY11
1998-01-01,0.0,0.0
1998-01-11,0.0,0.0
1998-01-21,0.0,0.0
1998-02-01,0.232,0.0
1998-02-11,0.224,0.012
1998-02-21,0.152,0.0
1998-03-01,0.212,0.0
1998-03-11,0.336,0.0
1998-03-21,0.248,0.068
1998-04-01,0.308,0.0
1998-04-11,0.232,0.0
1998-04-21,0.212,0.02
1998-05-01,0.18,0.104
1998-05-01,0.18,0.104
1998-05-11,0.452,0.028
1998-05-21,0.428,0.164
1998-06-01,0.584,0.092
1998-06-11,0.536,0.076
1998-06-21,0.412,0.056
1998-07-01,0.52,0.108
1998-07-11,0.476,0.044
1998-07-21,0.252,0.008
1998-08-01,0.324,0.044
1998-08-11,0.344,0.056
1998-08-21,0.272,0.016
1998-09-01,0.328,0.024
1998-09-11,0.28,0.0
1998-09-21,0.2,0.056
1998-10-01,0.284,0.0
1998-10-11,0.24,0.016
1998-10-21,0.0,0.0
1998-11-01,0.0,0.0
1998-11-11,0.0,0.0
1998-11-21,0.0,0.0
1998-12-01,0.0,0.0
1998-12-11,0.0,0.0
1998-12-21,0.0,0.0
1999-01-01,0.2,0.0
1999-01-11,0.272,0.008
1999-01-21,0.376,0.0
1999-02-01,0.268,0.0
1999-02-11,0.276,0.0
