Date,LY11
1961-01-01,11.626306152,
1962-01-01,11.239373779,
1963-01-01,11.243066406,
1964-01-01,10.993798828,
1965-01-01,11.590539551,
1966-01-01,11.396600342,
1967-01-01,11.5090271,
1968-01-01,11.569818115,
1969-01-01,11.11385498,
1970-01-01,11.244927979,
1971-01-01,10.798486328,
1972-01-01,11.233453369,
1973-01-01,11.58815918,
1974-01-01,11.337335205,
1975-01-01,11.127740479,
1976-01-01,11.357141113,
1977-01-01,10.817773438,
1978-01-01,11.446038818,
1979-01-01,11.502038574,
1980-01-01,11.501397705,
1981-01-01,11.140222168,
1982-01-01,11.540826416,
1983-01-01,11.556359863,
1984-01-01,11.073754883,
1985-01-01,11.698815918,
1986-01-01,11.629693604,
1987-01-01,11.911798096,
1988-01-01,11.618280029,
1989-01-01,11.557885742,
1990-01-01,12.08135376,
1991-01-01,11.561547852,
1992-01-01,11.896936035,
1993-01-01,12.162835693,
1994-01-01,11.926843262,
1995-01-01,12.107965088,
1996-01-01,12.007226562,
1997-01-01,11.845269775,
1998-01-01,11.892572021,
1999-01-01,11.802880859,
2000-01-01,11.842858887,
2001-01-01,11.886376953,
2002-01-01,12.097161865,
2003-01-01,12.216149902,
2004-01-01,11.853845215,
2005-01-01,11.730981445,
2006-01-01,11.832330322,
2007-01-01,12.02779541,
2008-01-01,12.151483154,
2009-01-01,11.813775635,
2010-01-01,12.277886963,
2011-01-01,12.253747559,
2012-01-01,11.893060303,
2013-01-01,12.660241699,
2014-01-01,11.625482178,
2015-01-01,12.022210693,
2016-01-01,12.736962891,
2017-01-01,12.419335938,
2018-01-01,12.366052246,
2019-01-01,12.685021973,
2020-01-01,11.706170654,
2021-01-01,11.990441895,
2022-01-01,12.407800293,
2023-01-01,12.406793213,
2024-01-01,12.593591309,
2025-01-01,12.45345459,
2026-01-01,11.962731934,
2027-01-01,12.520593262,
2028-01-01,12.728692627,
2029-01-01,12.407434082,
2030-01-01,12.508477783,
2031-01-01,12.585870361,
2032-01-01,12.745294189,
2033-01-01,12.936212158,
2034-01-01,12.751031494,
2035-01-01,13.187127686,
2036-01-01,12.537225342,
2037-01-01,12.998529053,
2038-01-01,12.976647949,
2039-01-01,12.900079346,
2040-01-01,13.165338135,
2041-01-01,13.018365479,
2042-01-01,12.96138916,
2043-01-01,12.926782227,
2044-01-01,12.904077148,
2045-01-01,13.198175049,
2046-01-01,13.50802002,
2047-01-01,12.673730469,
2048-01-01,13.550073242,
2049-01-01,13.691217041,
2050-01-01,13.068322754,
2051-01-01,13.376245117,
2052-01-01,13.751763916,
2053-01-01,13.663781738,
2054-01-01,13.549005127,
2055-01-01,13.797967529,
2056-01-01,13.86550293,
2057-01-01,13.93972168,
2058-01-01,13.741021729,
2059-01-01,13.564294434,
2060-01-01,13.338189697,
2061-01-01,13.575921631,
2062-01-01,13.817590332,
2063-01-01,14.10604248,
2064-01-01,14.117578125,
2065-01-01,14.11965332,
2066-01-01,14.54732666,
2067-01-01,13.811853027,
2068-01-01,13.950708008,
2069-01-01,13.994897461,
2070-01-01,14.308007812,
2071-01-01,14.617486572,
2072-01-01,14.093164062,
2073-01-01,14.022821045,
2074-01-01,13.538659668,
2075-01-01,14.107507324,
2076-01-01,14.052209473,
2077-01-01,14.403741455,
2078-01-01,14.143884277,
2079-01-01,14.391534424,
2080-01-01,14.671136475,
2081-01-01,14.722467041,
2082-01-01,14.813348389,
2083-01-01,14.185144043,
2084-01-01,14.655450439,
2085-01-01,14.454675293,
2086-01-01,14.471551514,
2087-01-01,14.871759033,
2088-01-01,15.03927002,
2089-01-01,15.434564209,
2090-01-01,14.95043335,
2091-01-01,15.119134521,
2092-01-01,14.737145996,
2093-01-01,14.603875732,
2094-01-01,14.999780273,
2095-01-01,14.807977295,
2096-01-01,14.591851807,
2097-01-01,14.745477295,
2098-01-01,14.691796875,
