Date,LY11
1961-01-01,16.238,
1962-01-01,16.027,
1963-01-01,15.804,
1964-01-01,15.715,
1965-01-01,16.133,
1966-01-01,16.001,
1967-01-01,16.23,
1968-01-01,16.581,
1969-01-01,16.014,
1970-01-01,15.899,
1971-01-01,16.104,
1972-01-01,16.316,
1973-01-01,16.042,
1974-01-01,16.273,
1975-01-01,15.879,
1976-01-01,16.329,
1977-01-01,16.602,
1978-01-01,16.047,
1979-01-01,16.273,
1980-01-01,15.985,
1981-01-01,16.101,
1982-01-01,16.511,
1983-01-01,16.089,
1984-01-01,15.84,
1985-01-01,16.457,
1986-01-01,16.207,
1987-01-01,16.433,
1988-01-01,16.622,
1989-01-01,16.118,
1990-01-01,16.475,
1991-01-01,16.132,
1992-01-01,16.108,
1993-01-01,16.383,
1994-01-01,16.466,
1995-01-01,16.444,
1996-01-01,16.441,
1997-01-01,16.955,
1998-01-01,16.473,
1999-01-01,16.49,
2000-01-01,16.431,
2001-01-01,16.718,
2002-01-01,16.558,
2003-01-01,16.815,
2004-01-01,16.892,
2005-01-01,16.628,
2006-01-01,16.795,
2007-01-01,16.514,
2008-01-01,16.771,
2009-01-01,16.256,
2010-01-01,16.978,
2011-01-01,16.868,
2012-01-01,16.812,
2013-01-01,17.12,
2014-01-01,16.678,
2015-01-01,16.97,
2016-01-01,17.688,
2017-01-01,16.64,
2018-01-01,17.016,
2019-01-01,17.365,
2020-01-01,16.779,
2021-01-01,16.979,
2022-01-01,16.662,
2023-01-01,17.364,
2024-01-01,17.208,
2025-01-01,17.101,
2026-01-01,17.055,
2027-01-01,17.179,
2028-01-01,17.51,
2029-01-01,17.304,
2030-01-01,17.547,
2031-01-01,17.075,
2032-01-01,16.986,
2033-01-01,17.445,
2034-01-01,17.416,
2035-01-01,17.674,
2036-01-01,17.643,
2037-01-01,17.306,
2038-01-01,17.702,
2039-01-01,17.558,
2040-01-01,17.748,
2041-01-01,17.945,
2042-01-01,17.462,
2043-01-01,17.498,
2044-01-01,17.38,
2045-01-01,18.002,
2046-01-01,17.797,
2047-01-01,17.447,
2048-01-01,17.913,
2049-01-01,18.136,
2050-01-01,18.085,
2051-01-01,18.48,
2052-01-01,18.182,
2053-01-01,18.321,
2054-01-01,18.057,
2055-01-01,18.518,
2056-01-01,18.591,
2057-01-01,18.424,
2058-01-01,18.281,
2059-01-01,18.209,
2060-01-01,18.176,
2061-01-01,18.651,
2062-01-01,18.602,
2063-01-01,18.7,
2064-01-01,18.577,
2065-01-01,18.529,
2066-01-01,18.845,
2067-01-01,18.769,
2068-01-01,18.548,
2069-01-01,18.471,
2070-01-01,18.832,
2071-01-01,19.074,
2072-01-01,18.632,
2073-01-01,18.869,
2074-01-01,18.422,
2075-01-01,18.532,
2076-01-01,18.57,
2077-01-01,18.62,
2078-01-01,18.748,
2079-01-01,18.663,
2080-01-01,18.802,
2081-01-01,19.249,
2082-01-01,19.304,
2083-01-01,19.209,
2084-01-01,19.64,
2085-01-01,18.885,
2086-01-01,18.927,
2087-01-01,19.162,
2088-01-01,19.487,
2089-01-01,19.634,
2090-01-01,19.598,
2091-01-01,19.445,
2092-01-01,19.412,
2093-01-01,19.361,
2094-01-01,19.413,
2095-01-01,19.19,
2096-01-01,19.248,
2097-01-01,19.688,
2098-01-01,19.708,
