Date,BY11
1989-01-01,0.0,
1989-01-11,0.06,
1989-01-21,0.12,
1989-02-01,0.84,
1989-02-11,5.25,
1989-02-21,4.25,
1989-03-01,10.29,
1989-03-11,13.28,
1989-03-21,25.02,
1989-04-01,15.28,
1989-04-11,18.02,
1989-04-21,20.9,
1989-05-01,44.33,
1989-05-11,44.81,
1989-05-21,57.75,
1989-06-01,34.17,
1989-06-11,60.32,
1989-06-21,42.0,
1989-07-01,38.57,
1989-07-11,51.54,
1989-07-21,53.15,
1989-08-01,37.32,
1989-08-11,42.09,
1989-08-21,34.38,
1989-09-01,27.32,
1989-09-11,20.72,
1989-09-21,16.98,
1989-10-01,12.23,
1989-10-11,9.14,
1989-10-21,11.49,
1989-11-01,2.98,
1989-11-11,1.17,
