Date,LY11
2000-01-01,0.0,0.0
2000-01-11,0.0,0.0
2000-01-21,0.0,0.0
2000-02-01,0.188,0.016
2000-02-11,0.192,0.0
2000-02-21,0.18,0.024
2000-03-01,0.188,0.0
2000-03-11,0.288,0.044
2000-03-21,0.188,0.0
2000-04-01,0.26,0.04
2000-04-11,0.284,0.0
2000-04-21,0.5,0.08
2000-05-01,0.596,0.084
2000-05-01,0.596,0.084
2000-05-11,0.664,0.056
2000-05-21,0.744,0.104
2000-06-01,0.676,0.12
2000-06-11,0.56,0.012
2000-06-21,0.752,0.036
2000-07-01,0.576,0.008
2000-07-11,0.5,0.0
2000-07-21,0.756,0.072
2000-08-01,0.556,0.072
2000-08-11,0.476,0.048
2000-08-21,0.308,0.076
2000-09-01,0.448,0.044
2000-09-11,0.564,0.072
2000-09-21,0.42,0.024
2000-10-01,0.232,0.0
2000-10-11,0.46,0.0
2000-10-21,0.384,0.072
2000-11-01,0.196,0.032
2000-11-11,0.2,0.0
2000-11-21,0.0,0.0
2000-12-01,0.0,0.0
2000-12-11,0.0,0.0
2000-12-21,0.0,0.0
2001-01-01,0.0,0.0
2001-01-11,0.0,0.0
2001-01-21,0.0,0.0
