Date,LY11
1998-01-01,12.978,1.283
1998-01-11,12.506,1.277
1998-01-21,10.55,1.31091
1998-02-01,13.32,1.239
1998-02-11,15.287,1.22
1998-02-21,13.075,1.21
1998-03-01,15.85,1.02
1998-03-11,15.291,0.999
1998-03-21,16.8882,1.05
1998-04-01,14.249,1.203
1998-04-11,12.095,1.204
1998-04-21,15.896,1.261
1998-05-01,16.787,0.974
1998-05-11,17.72,0.959
1998-05-21,17.5645,0.911818
1998-06-01,19.14,0.921
1998-06-11,21.944,0.999
1998-06-21,21.832,0.96
1998-07-01,21.409,1.066
1998-07-11,25.766,1.065
1998-07-21,24.1964,1.06364
1998-08-01,26.618,1.099
1998-08-11,23.491,0.935
1998-08-21,24.7791,0.924545
1998-09-01,22.883,0.873
1998-09-11,23.014,0.905
1998-09-21,20.14,0.814
1998-10-01,17.393,0.751
1998-10-11,19.342,0.785
1998-10-21,18.5709,0.830909
1998-11-01,16.929,0.989
1998-11-11,15.82,0.878
1998-11-21,13.19,0.962
1998-12-01,9.331,1.067
1998-12-11,13.459,1.226
1998-12-21,10.7409,1.04182
1999-01-01,11.693,1.324
1999-01-11,9.065,1.369
1999-01-21,11.4291,1.32091
1999-02-01,10.677,1.244
1999-02-11,10.457,1.221
1999-02-21,13.0288,1.29125
1999-03-01,12.541,1.007
1999-03-11,14.929,1.06
1999-03-21,14.9118,1.05636
1999-04-01,18.722,1.269
1999-04-11,15.03,1.302
1999-04-21,15.536,1.214
1999-05-01,16.167,0.941
1999-05-11,17.546,1.044
1999-05-21,20.7482,1.09909
1999-06-01,18.856,0.86
1999-06-11,23.694,0.9
1999-06-21,22.061,0.877
1999-07-01,24.813,1.183
1999-07-11,23.732,1.041
1999-07-21,23.3009,1.01455
1999-08-01,22.532,0.849
1999-08-11,23.351,0.864
1999-08-21,23.7082,0.829091
1999-09-01,22.98,0.826
1999-09-11,20.598,0.796
1999-09-21,19.789,0.746
1999-10-01,19.487,0.799
1999-10-11,18.11,0.753
1999-10-21,16.9945,0.759091
1999-11-01,16.826,0.909
1999-11-11,12.03,0.91
1999-11-21,10.632,0.988
1999-12-01,12.356,1.048
1999-12-11,11.357,1.144
1999-12-21,11.9236,1.12909
2000-01-01,10.059,1.293
2000-01-11,9.495,1.262
2000-01-21,9.95636,1.3
2000-02-01,13.761,1.263
2000-02-11,13.914,1.224
2000-02-21,14.8867,1.22667
2000-03-01,16.516,1.039
2000-03-11,16.757,1.132
2000-03-21,13.5391,1.04727
2000-04-01,13.364,1.182
2000-04-11,14.446,1.228
2000-04-21,13.948,1.211
2000-05-01,16.177,0.967
2000-05-11,19.113,0.961
2000-05-21,19.9273,1.01545
2000-06-01,21.1,1.03
2000-06-11,23.624,1.05
2000-06-21,22.831,0.912
2000-07-01,21.751,1.042
2000-07-11,24.504,1.181
2000-07-21,23.1527,0.968182
2000-08-01,25.771,1.246
2000-08-11,24.796,0.894
2000-08-21,21.6973,0.934545
2000-09-01,24.772,0.858
2000-09-11,21.711,0.896
2000-09-21,19.905,0.852
2000-10-01,20.453,0.865
2000-10-11,17.027,0.78
2000-10-21,16.9945,0.78
2000-11-01,13.803,0.92
2000-11-11,12.789,0.95
2000-11-21,15.515,0.907
2000-12-01,14.85,1.075
2000-12-11,13.087,1.102
2000-12-21,12.8445,1.02273
2001-01-01,13.131,1.252
2001-01-11,12.174,1.246
2001-01-21,12.7491,1.29182
2001-02-01,13.45,1.25
2001-02-11,13.706,1.219
2001-02-21,12.5875,1.22
2001-03-01,15.227,0.983
2001-03-11,14.702,1.033
2001-03-21,15.2245,1.01
2001-04-01,16.721,1.217
2001-04-11,17.327,1.271
2001-04-21,15.416,1.265
2001-05-01,13.693,0.941
2001-05-11,17.098,1.0
2001-05-21,23.0573,1.09273
2001-06-01,21.341,1.054
2001-06-11,22.245,1.125
2001-06-21,23.534,1.048
2001-07-01,22.017,1.056
2001-07-11,22.591,1.137
2001-07-21,23.3673,1.07727
2001-08-01,24.311,0.991
2001-08-11,22.6,0.957
2001-08-21,23.0609,0.902727
2001-09-01,24.014,0.911
2001-09-11,21.583,0.809
2001-09-21,19.226,0.863
2001-10-01,19.104,0.922
2001-10-11,18.841,0.821
2001-10-21,19.1764,0.840909
2001-11-01,16.527,0.915
2001-11-11,11.133,1.104
2001-11-21,12.718,0.936
2001-12-01,11.661,1.119
2001-12-11,10.636,1.102
2001-12-21,10.1245,1.14182
2002-01-01,11.963,1.329
2002-01-11,11.959,1.319
2002-01-21,13.7218,1.34
2002-02-01,13.776,1.241
2002-02-11,12.695,1.265
2002-02-21,13.7175,1.24125
2002-03-01,12.128,1.115
2002-03-11,13.973,1.024
2002-03-21,18.2009,1.07455
2002-04-01,13.493,1.252
2002-04-11,14.674,1.2
2002-04-21,19.442,1.407
2002-05-01,15.477,0.95
2002-05-11,18.412,0.977
2002-05-21,18.6155,1.01182
2002-06-01,17.919,1.037
2002-06-11,23.134,0.885
2002-06-21,21.215,0.949
2002-07-01,21.438,1.108
2002-07-11,24.286,1.352
2002-07-21,23.7273,1.06818
2002-08-01,22.026,0.925
2002-08-11,23.712,0.905
2002-08-21,22.0291,1.11182
2002-09-01,19.929,0.872
2002-09-11,21.072,0.76
2002-09-21,20.496,0.805
2002-10-01,20.309,0.767
2002-10-11,18.808,0.759
2002-10-21,18.56,0.767273
2002-11-01,17.173,0.968
2002-11-11,13.832,0.931
2002-11-21,14.088,0.918
2002-12-01,12.728,1.064
2002-12-11,13.949,1.101
2002-12-21,14.4209,1.03
2003-01-01,12.871,1.294
2003-01-11,8.489,1.321
2003-01-21,13.1418,1.34182
2003-02-01,11.538,1.22
2003-02-01,11.538,1.22
2003-02-11,11.198,1.246
2003-02-21,13.0875,1.25625
2003-03-01,14.045,1.024
2003-03-11,15.041,1.026
2003-03-21,15.2245,1.01909
2003-04-01,15.586,1.274
2003-04-11,14.657,1.202
2003-04-21,15.663,1.221
2003-05-01,16.794,0.95
2003-05-11,20.276,1.013
2003-05-21,22.2364,1.22
2003-06-01,21.065,0.867
2003-06-11,25.426,1.091
2003-06-21,21.624,0.86
2003-07-01,22.637,0.998
2003-07-11,22.085,1.075
2003-07-21,25.3964,1.10091
2003-08-01,29.129,1.17
2003-08-11,26.149,0.947
2003-08-21,22.0473,0.959091
2003-09-01,21.94,0.875
2003-09-11,25.182,0.957
2003-09-21,21.958,0.795
2003-10-01,20.374,0.861
2003-10-11,18.635,0.736
2003-10-21,15.8418,0.761818
2003-11-01,15.859,0.872
2003-11-11,15.379,0.876
2003-11-21,13.518,0.911
2003-12-01,11.046,1.024
2003-12-11,12.18,1.059
2003-12-21,11.87,1.1
2004-01-01,13.081,1.26
2004-01-11,12.209,1.363
2004-01-21,12.6127,1.41091
2004-02-01,14.524,1.254
2004-02-11,11.936,1.246
2004-02-21,10.9667,1.26
2004-03-01,12.379,1.061
2004-03-11,15.122,1.0
2004-03-21,12.7209,1.06091
2004-04-01,15.124,1.259
2004-04-11,14.344,1.242
2004-04-21,17.261,1.251
2004-05-01,14.236,0.948
2004-05-11,19.116,1.07
2004-05-21,19.4782,0.957273
2004-06-01,22.428,0.898
2004-06-11,23.917,1.009
2004-06-21,24.851,0.979
2004-07-01,22.214,1.126
2004-07-11,23.816,1.027
2004-07-21,27.23,1.13182
2004-08-01,23.269,0.975
2004-08-11,22.88,0.953
2004-08-21,25.1336,1.08636
2004-09-01,21.029,0.795
2004-09-11,22.054,0.827
2004-09-21,23.227,0.888
2004-10-01,21.794,0.844
2004-10-11,17.601,0.751
2004-10-21,16.49,0.925455
2004-11-01,16.277,0.946
2004-11-11,12.149,0.909
2004-11-21,13.866,0.905
2004-12-01,10.685,1.11
2004-12-11,13.472,1.128
2004-12-21,10.6827,1.11091
2005-01-01,10.169,1.295
2005-01-11,11.796,1.314
2005-01-21,8.92182,1.34
2005-02-01,9.889,1.205
2005-02-11,11.028,1.237
2005-02-21,9.62125,1.2775
2005-03-01,9.698,1.164
2005-03-11,16.315,1.071
2005-03-21,16.0964,1.06818
2005-04-01,16.225,1.238
2005-04-11,15.095,1.217
2005-04-21,17.462,1.303
2005-05-01,18.689,1.106
2005-05-11,18.049,0.944
2005-05-21,20.6245,1.10545
2005-06-01,24.022,0.984
2005-06-11,23.488,0.896
2005-06-21,22.14,0.876
2005-07-01,23.912,1.007
2005-07-11,24.182,1.099
2005-07-21,22.3964,1.03273
2005-08-01,25.338,1.215
2005-08-11,24.908,0.925
2005-08-21,24.1891,1.10091
2005-09-01,22.566,0.867
2005-09-11,21.98,0.824
2005-09-21,21.962,0.813
2005-10-01,21.774,0.936
2005-10-11,17.576,0.787
2005-10-21,18.0036,0.761818
2005-11-01,15.314,0.88
2005-11-11,13.258,0.988
2005-11-21,12.031,0.94
2005-12-01,13.465,1.054
2005-12-11,9.83,1.122
2005-12-21,12.1309,1.10273
2006-01-01,10.913,1.311
2006-01-11,10.578,1.264
2006-01-21,9.38818,1.36273
2006-02-01,11.163,1.223
2006-02-11,12.791,1.229
2006-02-21,9.605,1.18875
2006-03-01,12.07,1.07
2006-03-11,14.689,1.048
2006-03-21,15.0745,1.03091
2006-04-01,16.307,1.239
2006-04-11,15.984,1.245
2006-04-21,17.77,1.388
2006-05-01,17.798,0.984
2006-05-11,20.663,1.048
2006-05-21,21.4964,1.28182
2006-06-01,22.167,0.986
2006-06-11,21.572,0.811
2006-06-21,21.463,0.855
2006-07-01,22.752,1.073
2006-07-11,27.362,1.113
2006-07-21,24.6645,1.05273
2006-08-01,26.413,1.145
2006-08-11,22.509,1.131
2006-08-21,26.1336,1.03545
2006-09-01,26.526,1.034
2006-09-11,21.545,0.877
2006-09-21,20.479,0.852
2006-10-01,20.549,0.855
2006-10-11,19.366,0.789
2006-10-21,19.9473,0.79
2006-11-01,18.773,0.899
2006-11-11,15.812,0.948
2006-11-21,15.115,0.897
2006-12-01,13.336,1.057
2006-12-11,10.555,1.068
2006-12-21,10.6827,1.11636
2007-01-01,12.076,1.329
2007-01-11,11.938,1.256
2007-01-21,9.15182,1.36273
2007-02-01,11.992,1.216
2007-02-11,13.857,1.238
2007-02-21,13.915,1.24375
2007-03-01,14.501,1.044
2007-03-11,15.084,1.103
2007-03-21,12.8873,1.03727
2007-04-01,13.018,1.324
2007-04-11,17.582,1.284
2007-04-21,17.213,1.32
2007-05-01,18.177,1.0
2007-05-11,19.608,1.154
2007-05-21,16.9945,0.970909
2007-06-01,21.094,0.913
2007-06-11,19.058,0.778
2007-06-21,20.79,0.917
2007-07-01,23.648,1.185
2007-07-11,22.627,0.991
2007-07-21,24.2718,1.08364
2007-08-01,24.069,1.039
2007-08-11,22.143,0.973
2007-08-21,22.8545,1.16636
2007-09-01,24.011,0.785
2007-09-11,22.018,0.77
2007-09-21,20.583,0.875
2007-10-01,20.551,0.815
2007-10-11,20.867,0.725
2007-10-21,17.3418,0.804545
2007-11-01,17.464,0.927
2007-11-11,14.752,1.049
2007-11-21,12.432,0.898
2007-12-01,13.028,1.224
2007-12-11,10.375,1.185
2007-12-21,11.6173,1.07182
2008-01-01,13.406,1.308
2008-01-11,12.641,1.262
2008-01-21,13.3427,1.25091
2008-02-01,13.29,1.231
2008-02-11,13.54,1.244
2008-02-21,15.2533,1.20222
2008-03-01,13.994,1.121
2008-03-11,14.779,1.038
2008-03-21,13.8473,0.978182
2008-04-01,17.64,1.364
2008-04-11,14.329,1.243
2008-04-21,17.883,1.279
2008-05-01,18.113,0.956
2008-05-11,16.318,0.847
2008-05-21,16.2645,0.88
2008-06-01,19.608,0.926
2008-06-11,22.41,0.981
2008-06-21,24.82,0.992
2008-07-01,22.162,1.04
2008-07-11,24.197,1.153
2008-07-21,23.4309,1.03364
2008-08-01,24.493,1.046
2008-08-11,22.105,0.998
2008-08-21,23.1418,0.946364
2008-09-01,21.367,0.886
2008-09-11,21.673,0.926
2008-09-21,20.86,0.858
2008-10-01,19.038,0.802
2008-10-11,19.809,0.749
2008-10-21,16.4827,0.844545
2008-11-01,13.77,0.895
2008-11-11,13.956,0.881
2008-11-21,12.0,0.949
2008-12-01,12.021,1.068
2008-12-11,10.281,1.132
2008-12-21,11.7145,1.10909
2009-01-01,9.743,1.245
2009-01-11,10.339,1.323
2009-01-21,12.3082,1.29
2009-02-01,10.688,1.221
2009-02-11,11.02,1.195
2009-02-21,13.0475,1.21375
2009-03-01,14.187,1.016
2009-03-11,17.824,1.041
2009-03-21,15.8445,1.07182
2009-04-01,14.74,1.27
2009-04-11,13.981,1.226
2009-04-21,16.222,1.241
2009-05-01,19.65,1.11
2009-05-11,17.373,1.058
2009-05-21,20.6136,1.21364
2009-06-01,19.377,1.083
2009-06-11,26.177,1.02
2009-06-21,22.524,0.942
2009-07-01,23.064,1.1
2009-07-11,23.553,1.038
2009-07-21,23.8,1.13091
2009-08-01,22.577,0.986
2009-08-11,26.879,0.964
2009-08-21,24.7145,0.967273
2009-09-01,25.297,0.912
2009-09-11,20.848,0.861
2009-09-21,21.515,0.775
2009-10-01,21.765,0.853
2009-10-11,21.421,0.933
2009-10-21,19.6536,0.791818
2009-11-01,17.477,0.97
2009-11-11,16.774,1.07
2009-11-21,13.861,0.932
2009-12-01,13.906,1.232
2009-12-11,10.094,1.213
2009-12-21,13.6173,1.18273
2010-01-01,10.732,1.327
2010-01-11,13.409,1.356
2010-01-21,11.5618,1.30273
2010-02-01,12.248,1.255
2010-02-11,9.138,1.361
2010-02-21,14.7525,1.22
2010-03-01,12.419,1.087
2010-03-11,13.743,1.099
2010-03-21,13.9718,1.17545
2010-04-01,14.609,1.251
2010-04-11,16.51,1.219
2010-04-21,19.846,1.283
2010-05-01,15.972,1.013
2010-05-11,18.046,1.109
2010-05-21,21.0182,1.08182
2010-06-01,21.202,0.988
2010-06-11,19.154,0.891
2010-06-21,22.99,0.974
2010-07-01,26.398,1.084
2010-07-11,23.68,1.109
2010-07-21,26.1082,1.22
2010-08-01,26.919,1.05
2010-08-11,24.831,0.97
2010-08-21,26.1745,1.00182
2010-09-01,23.711,0.791
2010-09-11,23.516,0.926
2010-09-21,20.203,0.755
2010-10-01,18.879,0.78
2010-10-11,17.669,0.818
2010-10-21,17.0827,0.824545
2010-11-01,16.859,0.877
2010-11-11,14.141,0.94
2010-11-21,11.645,1.112
2010-12-01,13.809,1.094
2010-12-11,11.372,1.114
2010-12-21,11.8273,1.09273
2011-01-01,13.739,1.383
2011-01-11,12.231,1.367
2011-01-21,9.32636,1.35909
2011-02-01,11.627,1.227
2011-02-11,12.646,1.207
2011-02-21,14.9488,1.2525
2011-03-01,12.084,1.067
2011-03-11,13.838,1.048
2011-03-21,15.8345,1.02909
2011-04-01,19.361,1.365
2011-04-11,19.831,1.293
2011-04-21,17.654,1.302
2011-05-01,18.089,0.962
2011-05-11,21.947,1.031
2011-05-21,22.3791,0.997273
2011-06-01,20.195,1.136
2011-06-11,22.029,0.891
2011-06-21,24.795,1.107
2011-07-01,22.655,1.036
2011-07-11,22.655,1.045
2011-07-21,23.4527,1.09818
2011-08-01,24.073,1.047
2011-08-11,25.238,0.985
2011-08-21,21.8336,0.888182
2011-09-01,22.435,0.804
2011-09-11,23.306,0.903
2011-09-21,22.252,0.844
2011-10-01,23.908,0.839
2011-10-11,22.067,0.854
2011-10-21,17.9918,0.846364
2011-11-01,15.446,0.929
2011-11-11,15.664,0.887
2011-11-21,13.41,0.977
2011-12-01,12.381,1.167
2011-12-11,12.636,1.099
2011-12-21,11.3573,1.11455
2012-01-01,12.046,1.304
2012-01-11,11.241,1.286
2012-01-21,11.1045,1.23273
2012-02-01,9.412,1.241
2012-02-11,10.274,1.231
2012-02-21,12.3478,1.28667
2012-03-01,14.254,1.09
2012-03-11,15.005,1.125
2012-03-21,16.5636,1.06636
2012-04-01,14.179,1.224
2012-04-11,14.161,1.192
2012-04-21,14.134,1.28
2012-05-01,16.995,1.037
2012-05-11,22.256,1.224
2012-05-21,20.4964,1.04
2012-06-01,21.834,1.022
2012-06-11,20.678,0.964
2012-06-21,24.101,1.151
2012-07-01,21.816,0.994
2012-07-11,25.067,1.22
2012-07-21,23.5982,1.15182
2012-08-01,24.588,1.066
2012-08-11,23.873,1.077
2012-08-21,23.9182,1.02091
2012-09-01,24.662,1.053
2012-09-11,24.199,0.922
2012-09-21,20.185,0.958
2012-10-01,21.412,0.813
2012-10-11,17.231,0.908
2012-10-21,17.1864,0.948182
2012-11-01,15.505,1.051
2012-11-11,14.516,0.915
2012-11-21,12.87,0.992
2012-12-01,11.436,1.144
2012-12-11,13.844,1.142
2012-12-21,12.5709,1.18455
2013-01-01,12.335,1.384
2013-01-11,12.69,1.318
2013-01-21,12.2527,1.30455
2013-02-01,11.353,1.225
2013-02-11,12.119,1.267
2013-02-21,10.7962,1.27375
2013-03-01,13.621,1.015
2013-03-11,12.109,1.043
2013-03-21,14.4,1.00727
2013-04-01,13.787,1.221
2013-04-11,17.485,1.438
2013-04-21,16.491,1.393
2013-05-01,18.836,1.144
2013-05-11,16.278,1.016
2013-05-21,17.3091,1.06909
2013-06-01,19.026,1.116
2013-06-11,20.134,1.161
2013-06-21,25.229,1.097
