Date,BY11
2010-01-01,31.75,
2010-01-11,31.74,
2010-01-21,31.56,
2010-02-01,30.21,
2010-02-11,31.27,
2010-02-21,31.85,
2010-03-01,33.04,
2010-03-11,32.97,
2010-03-21,30.62,
2010-04-01,21.0,
2010-04-11,8.71,
2010-04-21,1.42,
2010-05-01,2.25,
2010-05-11,0.77,
2010-05-21,0.26,
2010-06-01,0.34,
2010-06-11,0.17,
2010-06-21,0.17,
2010-07-01,0.0,
2010-07-11,0.0,
2010-07-21,0.0,
2010-08-01,0.0,
2010-08-11,0.0,
2010-08-21,0.01,
2010-09-01,0.19,
2010-09-11,0.0,
2010-09-21,0.58,
2010-10-01,0.26,
2010-10-11,0.52,
2010-10-21,5.44,
2010-11-01,3.1,
2010-11-11,6.0,
2010-11-21,16.71,
2010-12-01,28.89,
2010-12-11,31.9,
2010-12-21,31.11,
2011-01-01,31.63,
2011-01-11,32.55,
2011-01-21,33.26,
2011-02-01,32.36,
2011-02-11,31.81,
2011-02-21,33.0,
2011-03-01,32.47,
2011-03-11,31.49,
2011-03-21,25.05,
2011-04-01,8.72,
2011-04-11,0.39,
2011-04-21,0.96,
2011-05-01,2.01,
2011-05-11,1.06,
2011-05-21,0.02,
2011-06-01,0.0,
2011-06-11,0.0,
2011-06-21,0.0,
2011-07-01,0.0,
2011-07-11,0.0,
2011-07-21,0.0,
2011-08-01,0.0,
2011-08-11,0.0,
2011-08-21,0.04,
2011-09-01,0.0,
2011-09-11,0.33,
2011-09-21,0.22,
2011-10-01,0.41,
2011-10-11,0.27,
2011-10-21,0.24,
2011-11-01,0.57,
2011-11-11,0.41,
2011-11-21,0.02,
2011-12-01,2.0,
2011-12-11,12.39,
2011-12-21,34.17,
2012-01-01,36.59,
2012-01-11,33.64,
2012-01-21,36.51,
2012-02-01,40.85,
2012-02-11,41.6,
2012-02-21,41.37,
2012-03-01,40.95,
2012-03-11,41.28,
2012-03-21,38.75,
2012-04-01,29.02,
2012-04-11,22.41,
2012-04-21,25.93,
2012-05-01,8.92,
2012-05-11,0.16,
2012-05-21,0.03,
2012-06-01,0.02,
2012-06-11,0.01,
2012-06-21,0.0,
2012-07-01,0.0,
2012-07-11,0.0,
2012-07-21,0.0,
2012-08-01,0.0,
2012-08-11,0.0,
2012-08-21,0.0,
2012-09-01,0.03,
2012-09-11,0.03,
2012-09-21,0.0,
2012-10-01,0.0,
2012-10-11,0.4,
2012-10-21,1.0,
2012-11-01,3.19,
2012-11-11,0.94,
2012-11-21,1.07,
2012-12-01,13.98,
2012-12-11,31.44,
2012-12-21,33.65,
2013-01-01,20.12,
2013-01-11,22.72,
2013-01-21,27.98,
2013-02-01,29.0,
2013-02-11,32.06,
2013-02-21,33.02,
2013-03-01,32.83,
2013-03-11,34.21,
2013-03-21,34.73,
2013-04-01,35.01,
2013-04-11,31.85,
2013-04-21,25.96,
2013-05-01,16.73,
2013-05-11,9.62,
2013-05-21,8.71,
2013-06-01,4.15,
2013-06-11,0.53,
2013-06-21,0.59,
2013-07-01,0.11,
2013-07-11,0.02,
2013-07-21,0.01,
2013-08-01,0.0,
2013-08-11,0.01,
2013-08-21,0.12,
2013-09-01,0.01,
2013-09-11,0.28,
2013-09-21,0.15,
2013-10-01,0.16,
2013-10-11,3.59,
2013-10-21,0.62,
2013-11-01,1.44,
2013-11-11,3.99,
2013-11-21,6.53,
2013-12-01,5.98,
2013-12-11,5.22,
2013-12-21,10.03,
