Date,LY11
1961-01-01,13.734,
1962-01-01,13.476,
1963-01-01,13.115,
1964-01-01,13.038,
1965-01-01,13.61,
1966-01-01,13.379,
1967-01-01,13.589,
1968-01-01,14.142,
1969-01-01,13.387,
1970-01-01,13.345,
1971-01-01,13.345,
1972-01-01,13.727,
1973-01-01,13.366,
1974-01-01,13.645,
1975-01-01,13.273,
1976-01-01,13.791,
1977-01-01,13.919,
1978-01-01,13.285,
1979-01-01,13.73,
1980-01-01,13.515,
1981-01-01,13.673,
1982-01-01,14.007,
1983-01-01,13.523,
1984-01-01,13.145,
1985-01-01,13.829,
1986-01-01,13.745,
1987-01-01,14.023,
1988-01-01,14.109,
1989-01-01,13.665,
1990-01-01,14.008,
1991-01-01,13.578,
1992-01-01,13.431,
1993-01-01,13.769,
1994-01-01,13.901,
1995-01-01,13.996,
1996-01-01,13.908,
1997-01-01,14.385,
1998-01-01,14.041,
1999-01-01,14.024,
2000-01-01,13.951,
2001-01-01,14.187,
2002-01-01,14.024,
2003-01-01,14.352,
2004-01-01,14.308,
2005-01-01,14.051,
2006-01-01,14.273,
2007-01-01,13.988,
2008-01-01,14.408,
2009-01-01,13.627,
2010-01-01,14.541,
2011-01-01,14.507,
2012-01-01,14.334,
2013-01-01,14.718,
2014-01-01,14.247,
2015-01-01,14.445,
2016-01-01,15.335,
2017-01-01,14.108,
2018-01-01,14.474,
2019-01-01,14.907,
2020-01-01,14.269,
2021-01-01,14.403,
2022-01-01,14.249,
2023-01-01,14.877,
2024-01-01,14.745,
2025-01-01,14.6,
2026-01-01,14.536,
2027-01-01,14.71,
2028-01-01,14.985,
2029-01-01,14.795,
2030-01-01,15.042,
2031-01-01,14.546,
2032-01-01,14.539,
2033-01-01,14.945,
2034-01-01,15.017,
2035-01-01,15.291,
2036-01-01,15.295,
2037-01-01,14.873,
2038-01-01,15.416,
2039-01-01,15.258,
2040-01-01,15.493,
2041-01-01,15.568,
2042-01-01,15.003,
2043-01-01,15.097,
2044-01-01,14.856,
2045-01-01,15.628,
2046-01-01,15.39,
2047-01-01,15.072,
2048-01-01,15.502,
2049-01-01,15.839,
2050-01-01,15.646,
2051-01-01,16.061,
2052-01-01,15.925,
2053-01-01,15.862,
2054-01-01,15.74,
2055-01-01,16.177,
2056-01-01,16.437,
2057-01-01,16.101,
2058-01-01,15.975,
2059-01-01,15.904,
2060-01-01,15.751,
2061-01-01,16.458,
2062-01-01,16.378,
2063-01-01,16.349,
2064-01-01,16.341,
2065-01-01,16.368,
2066-01-01,16.727,
2067-01-01,16.307,
2068-01-01,16.313,
2069-01-01,16.213,
2070-01-01,16.638,
2071-01-01,16.792,
2072-01-01,16.381,
2073-01-01,16.721,
2074-01-01,16.057,
2075-01-01,16.463,
2076-01-01,16.292,
2077-01-01,16.546,
2078-01-01,16.456,
2079-01-01,16.416,
2080-01-01,16.555,
2081-01-01,16.916,
2082-01-01,17.082,
2083-01-01,16.988,
2084-01-01,17.642,
2085-01-01,16.56,
2086-01-01,16.768,
2087-01-01,16.959,
2088-01-01,17.311,
2089-01-01,17.586,
2090-01-01,17.395,
2091-01-01,17.422,
2092-01-01,17.143,
2093-01-01,17.25,
2094-01-01,17.191,
2095-01-01,16.985,
2096-01-01,17.215,
2097-01-01,17.488,
2098-01-01,17.613,
