Date,BY11
1989-01-01,0.6,
1989-01-11,1.42,
1989-01-21,1.64,
1989-02-01,0.41,
1989-02-11,0.16,
1989-02-21,33.75,
1989-03-01,12.18,
1989-03-11,19.66,
1989-03-21,3.74,
1989-04-01,57.03,
1989-04-11,45.44,
1989-04-21,45.55,
1989-05-01,0.05,
1989-05-11,51.64,
1989-05-21,6.18,
1989-06-01,39.08,
1989-06-11,12.4,
1989-06-21,25.75,
1989-07-01,59.28,
1989-07-11,50.48,
1989-07-21,18.91,
1989-08-01,20.6,
1989-08-11,9.22,
1989-08-21,39.85,
1989-09-01,69.5,
1989-09-11,11.42,
1989-09-21,25.51,
1989-10-01,9.78,
1989-10-11,2.84,
1989-10-21,3.45,
1989-11-01,41.69,
1989-11-11,3.59,
1989-11-21,10.35,
1989-12-01,0.44,
1989-12-11,10.48,
1989-12-21,2.22,
1990-01-01,1.19,
1990-01-11,0.4,
1990-01-21,11.23,
1990-02-01,2.98,
1990-02-11,11.35,
1990-02-21,0.27,
1990-03-01,1.75,
1990-03-11,0.07,
1990-03-21,78.92,
1990-04-01,54.01,
1990-04-11,51.86,
1990-04-21,17.93,
1990-05-01,0.49,
1990-05-11,6.95,
1990-05-21,30.22,
1990-06-01,37.23,
1990-06-11,17.03,
1990-06-21,8.57,
1990-07-01,25.47,
1990-07-11,9.09,
1990-07-21,11.57,
1990-08-01,39.26,
1990-08-11,10.99,
1990-08-21,6.56,
1990-09-01,34.63,
1990-09-11,8.41,
1990-09-21,12.02,
1990-10-01,64.11,
1990-10-11,63.65,
1990-10-21,37.33,
1990-11-01,10.28,
1990-11-11,3.44,
1990-11-21,48.8,
1990-12-01,46.05,
1990-12-11,2.78,
1990-12-21,9.09,
1991-01-01,8.8,
1991-01-11,34.1,
1991-01-21,0.08,
1991-02-01,24.45,
1991-02-11,9.55,
1991-02-21,3.8,
1991-03-01,14.83,
1991-03-11,1.3,
1991-03-21,20.62,
1991-04-01,22.55,
1991-04-11,44.33,
1991-04-21,29.69,
1991-05-01,101.85,
1991-05-11,25.79,
1991-05-21,19.81,
1991-06-01,31.16,
1991-06-11,3.33,
1991-06-21,4.24,
1991-07-01,3.92,
1991-07-11,8.82,
1991-07-21,19.7,
1991-08-01,1.12,
1991-08-11,12.78,
1991-08-21,3.08,
1991-09-01,9.47,
1991-09-11,38.42,
1991-09-21,30.55,
1991-10-01,33.61,
1991-10-11,77.28,
1991-10-21,8.27,
1991-11-01,17.13,
1991-11-11,64.07,
1991-11-21,32.22,
1991-12-01,0.49,
1991-12-11,4.51,
1991-12-21,0.1,
1992-01-01,9.13,
1992-01-11,4.33,
1992-01-21,21.34,
1992-02-01,2.95,
1992-02-11,9.13,
1992-02-21,0.13,
1992-03-01,1.1,
1992-03-11,0.28,
1992-03-21,42.54,
1992-04-01,39.49,
1992-04-11,20.69,
1992-04-21,34.64,
1992-05-01,3.41,
1992-05-11,7.78,
1992-05-21,12.49,
1992-06-01,40.99,
1992-06-11,40.98,
